original_index	presentation_index	annotator	is_flipped	query	adj_0	adj_1
150	61	1	True	“I will do something to enhance the video efects. For instance, I was there for Chinese osteopathy, so I would turn my head...exaggerate my emotional expressions, and so on	If sometimes I happened to experience something that is trafc related, I will do the trafc video, but if not, I will not make trafc videos deliberately.	Actually I think it depends on everyone as an individual, because everyone has diferent situations. Some are suitable to do makeup videos, because they have mastered good makeup techniques...For uploaders like me, who have conversational type [of videos], it is important that we are engaging in a conversation. That is, when facing a camera, we act like we are engaging in a conversation with you. If you just recite the script, it will not be good...Um..I took hosting lessons when I was a child, so I am relatively good at it
93	62	1	False	The very frst time, I couldn’t use all this because I was not aware Like if it was actually a good thing to do so, even with the manager, I still can’t do it... though things are smooth and all but I still can’t do it or use emoji while chatting with my manager or some other person in the senior management, it is just that we use simple SMILEY	I haven’t seen a lot of people using them already so you have to conform with or whatever is going on in the company right, I cannot be like Oh, you know I’m so friendly and everything and start using it	Most people, people in my team, are above 50 or 60, so it’s a little difcult to send like meme, stickers it can mean like something diferent if you are not sending to the people of your own age...Because I did not like I uh I did not get any response back, so I thought, okay, so maybe I should not have sent that; otherwise, she would have been responded to me...it’s a generational gap.
38	63	1	False	I think you have to have a pity system or else I would get so mad in not getting the item forever that I would actually quit the game	[a pity system] encourages the player to keep going since they expect they will get something better	you’re just like praying it lands on a spot that is really good, it’s like oh, I was so close to getting this purple one
4	64	1	False	Based on snapshots and keywords I was able to roughly understand when ingredients were introduced and when and what ingredients were added. However, it was difcult to grasp the exact contents with the highlight feature alone, such as how it was cooked	The system let me know roughly what happened before, but some keywords were too general so it was hard to know what happened exactly	Typical live streams are unedited, so it’s easy to get bored when it gets loose. However, the summary feature made me enjoy the stream especially when the streamer was not speaking or something that I’m not interested in was being played
83	65	1	False	Sometimes the system don’t realize that you have perceived an issue and they will do something that you think is irresponsible..For example, you could have a collision avoidance system that is doing the best to avoid you running into a wall, but actually you are trying to get closer to the wall because you are trying to avoid a child running on the pavement	In the crowds, it is most likely the wheelchair will keep changing its direction to avoid people, which is the least thing I would want to have..It can be confusing and uncomfortable..	When the wheelchair does something out of my intention and that causes unhappiness for other people, I don’t want people to think it is what I intend to do and I’m a bad guy.
117	66	1	False	[some games] are very obviously teaching you math	I think that an issue that a lot of wheelchair users have with games, because obviously there aren’t many they seem a bit handholdy sort of alienated in a way, it feels very specifically designed for wheelchair users while someone in a wheelchair could use it, when it’s simple it seems obvious that it’s for someone in a wheelchair	they tell you to stand on your toes and slowly lower, you are bored out of your mind
137	67	1	True	muscles will cramp up making it impossible to return home	if the building has accessibility but it requires someone to operate the lift for you, you don’t feel very independent, you don’t want to feel as if people are going out of their way	I used to do it all the time [be physically active], why should I stop now?
67	68	1	True	It’s not professional, so when joining a new team, it seems inappropriate to use gifs/stickers when others do not. If I work with this team longer, I’m sure I will start using them once I know everyone well	I’m very less familiar with these emojis infact till today also I don’t know the actual need of some emojis	I use Microsoft teams which doesn’t support most of gifs
23	69	1	True	I feel that they help convey emotion and provide context in text conversations, where feelings are not as easily expressed as in video calls. After a while on the team, it was also a means of having a laugh or adding favor to casual conversations and getting to know one another. For messages with a wider audience, they served as a quick way to express agreement, looking into something or give a quick response to indicate that attention has been given to a message someone has put out	“To make the conversation a little lighter and to indicate if something is funny or hilarious	It helps to communicate emotion and create more meaningful connections with your team. It gives the conversation a more human and connected feel
107	70	1	False	Yeah, I mean one thing is that there are too many emoji and I have to if I had to use a new one, I had to go and search what it means, and then use it. So most of the times, I’m aware that there is a hover over feature, it tells the meaning, but it’s just that there are too many. So, I think it’s just a preference that I tend to not look over it since, as I mean since I’m a Ph.D. student, I tend to have a short amount of time to get things done in a short amount of time	So he would say thank you over the video, and after a few minutes he would send a giphy...he would send that, and that sticker would be crying. And it would seem that that person is sad, and I wouldn’t say anything like for a few days, but then I noticed this kept happening again. I was totally clueless...and then it turns out that he was sending like over happiness, which I thought, like, ‘Why is he crying and why is the person sad?	When I want to search some like keywords, but I cannot get the emoji, I don’t know if they have, like several keywords for emoji or there’s just like a naming for the emoji say if you give one emoji several keywords I can search it very quickly... Sometimes when I type something, especially for the emoji. I cannot get the result. I can just see no results
5	71	1	False	Because you will kick out uploaders. When you browse the new updates, and if you fnd that this uploader has not been making videos or making terrible ones recently, you will unfollow him,right?	If you do not have stable uploading, you will be given up	You can see that once they were very productive, full of energy, updating weekly. As creators, it was like they were in their youth, and they were especially popular... And slowly you will fnd that the issues they want to talk about or the things they care about have all been covered... In a video, one uploader said, ‘I am done telling you all my opinions about fashion, and I don’t need to output more’... So I feel their updating is slowing down... It becomes more casual, nothing very purposeful or strong anymore
78	72	1	False	So he would say thank you over the video, and after a few minutes he would send a giphy...he would send that, and that sticker would be crying. And it would seem that that person is sad, and I wouldn’t say anything like for a few days, but then I noticed this kept happening again. I was totally clueless...and then it turns out that he was sending like over happiness, which I thought, like, ‘Why is he crying and why is the person sad?	I actually mostly have that problem with the thumbs up analogy because, like, in my family like if I use that with my mom she would think I was really passive aggressive and like vice versa, my mom used that with me and actually the frst time, my supervisor used it, I thought she was mad at me, and then I realized that was her version	Yeah, I mean one thing is that there are too many emoji and I have to if I had to use a new one, I had to go and search what it means, and then use it. So most of the times, I’m aware that there is a hover over feature, it tells the meaning, but it’s just that there are too many. So, I think it’s just a preference that I tend to not look over it since, as I mean since I’m a Ph.D. student, I tend to have a short amount of time to get things done in a short amount of time
97	73	1	True	There is an emoji that’s kind of like that this guy used to send to everybody, and it became kind of like his thing...And then now do you know we don’t see that emoji thrown around anymore, and feel like people don’t want to use it, because then you know; it’s copycatting that guy	When I joined, someone told me we all had chosen a specifc emoji, and whenever we have a recommended message, oh, I’ve read it instead of like All responding separately. We respond with our personal emoji, so that’s a super formal way, my favorite emojis were already taken when I joined the group, so I chose, in the end, a fun video emoji with like a star...	My team lead posts some kind of random joke every day on like one the platform, so what he did was like he posts a joke there, and he would add random emoji at the bottom with the post, and would want us to vote using those emoji
96	74	1	True	There is a lot more information that a GIF carries compared to an emoji...it is just a fxed kind of expression or emotion devoid of any context of why, like a person is feeling that way, except for like what it is that you are talking about in the conversation	Young people in China use slightly smiling emoji when they do not care or are speechless, and you do not wish to engage...once a Prof. from China used and I had no idea what he means...I asked for clarifcation, suggestions to improve if something was not right	I would say, for using, for using like a stickers and memes, they are, they are fun, but I don’t use use those with like, with like everyone, basically I use these GIFs and stickers approximately with only like four to fve people...but the people who I am like comfortable with, whom I chat like after ofce, if I share my personal things with them to, with those people, I’m pretty comfortable and I share the stickers and memes with them.
144	75	1	True	with this [Scavengers] you are doing the exercises because it is a fun thing to do. Also, the actions you are doing seem more relevant to what’s going on on the screen.	you don’t think about doing these activities when you’re playing the game like collecting these pizzas or fighting robots, so it becomes one more robot, one more robot, and you don’t even realise you’ve done PA	game is there for me to escape and forget what I’m doing [...] it allows me not to be reminded of what I look like
70	76	1	False	I’m pretty good at driving the wheelchair and perceive the available space...If I say go through that gap, the technology should be making sure that I’m going through that gap and doing the avoidance, but not slowing down to crawl.	Full autonomy will allow me to focus on other things. For example, say take me to platform H, it will take me automatically there while I can focus on chatting with my friend.	It is a superb design! Clearly, it would enable more people to drive, because it’s not excluding you on the basis of an inability to drive
143	77	1	True	when you try to communicate a lot using a limited medium like a job is essentially an instant messenger that comes from the idea that you can’t really write letters and expect people to receive it and all of that right	There is this thing within a certain group they have like a norm that they don’t use the praying emoji for thank you because they do not want to use any religious emoji...so they like own a thank you emoji and...when I entered, I didn’t know this, so I used the praying emoji for Thank you emoji, and then some people sent me a message saying I should use the other non-religious thank you emoji	I would say, for using stickers and memes, they are fun, but I don’t use those with like everyone basically I use these GIFs and stickers approximately with only like four to fve people...I keep my professional distance...if you would say because nobody uses those I have back in India, so I am on the fence with that
149	78	1	True	you’re just like praying it lands on a spot that is really good, it’s like oh, I was so close to getting this purple one	I think you have to have a pity system or else I would get so mad in not getting the item forever that I would actually quit the game	I don’t like how it baits you with “almost” getting rare items
45	79	1	False	I was able to understand how the dish was being cooked, in what order	I could jump back to certain sections by looking at snapshots on the timeline when there was something I couldn’t understand	I was able to know what specifc topics in stocks the stream is covering by looking at the keywords provided in the timeline, such as ‘healthcare’ and stock names
28	80	1	True	I haven’t found a website that specifically says at 160 degrees, cook all this stuff. At 170 cook all this. . . I couldn’t really find a good resource for that	It took a lot more attention to detail because of food safety. I would have to go out every 20 minutes to change the angle of the oven and do periodic temperature checks	A challenge is just not knowing what the result would be... When I did the beef jerky I was like, is this safe? There was some nervousness there
76	81	1	False	One of the reasons I don’t play [movement-based games] is it involves a lot of set up depending on what game you want to play.	The reason I don’t do it physical activity is because I’m on my own, my carer comes in the morning and the night and I’m with my fiancée or whatever most of the day so to get into the pool and get changed to exercise you need someone there, so I like to be as independent as possible and that’s probably why I don’t exercise and do that stuff in my own time. [...] With gaming I can just have my PC set up on sleep and roll up to it and use it and we are good to go	if the building has accessibility but it requires someone to operate the lift for you, you don’t feel very independent, you don’t want to feel as if people are going out of their way
75	82	1	False	My team lead posts some kind of random joke every day on like one the platform, so what he did was like he posts a joke there, and he would add random emoji at the bottom with the post, and would want us to vote using those emoji	Then slowly, then, after some time we transcended from emails to phone calls and then to video calls like four ... And that happened because I would sometimes use SMILEY or some emoji and they would also reciprocate	There is an emoji that’s kind of like that this guy used to send to everybody, and it became kind of like his thing...And then now do you know we don’t see that emoji thrown around anymore, and feel like people don’t want to use it, because then you know; it’s copycatting that guy
88	83	1	True	The number of views of my video got plummet all of a sudden, and there was not much exposure then. It was at that time that I realized that, oh, video uploading was not something that you do randomly, that you just edit and upload it	The one I devoted the most to was a video I made last time, although I have deleted it...um...For that video, I had been working on it continuously for a whole week, but the feedback was far from being good, and that caused attitudinal change on me. Because it really took me quite some eforts, but I made a...a fatal mistake. That is, I was too self-absorbed. I neither considered it from the audience’s perspective, nor paid attention to whether they could understand.	It is not so interesting if you just go out to play for two days and shoot. Because if I am just a passerby, I will not fnd it attractive. Because it is just your life, not mine. I think, as uploaders, we have the responsibility to present quality content to the audience. I will not just make day-to-day accounts, because not every moment of life is fun
6	84	1	True	Especially in places such as airports and train stations, people may not see you, and they will fall on you	If you are in a wheelchair, you become invisible and people just don’t see you. . . 	I normally shout at people or use my elbow to avoid them fall on me
